,name,duration,rating,review,sentimen
188,Eva Fairus,5 years ago,5 stars,tempat kunjung ada yogyakarta tunjuk seni jawa hari jam jam pagi,1
189,Deby D,3 years ago,5 stars,kraton indah sejarah ajar bagaimana sultan yogyakarta hidup masa lalu sini,1
190,Suha Salmia,10 months ago,5 stars,gerbang kraton bukan gerbang utama turis banyak orang terima informasi salah peta asumsi bagi utama kraton dasar peta milik museum kecil dalam harga rupiah utama,1
191,Rika Ermasari,5 months ago,5 stars,sangat senang ajar tempat semua milik arti tentu,1
192,Jenny Rawung,5 years ago,5 stars,suka ajar budaya tempat wajib kunjung,1
193,Dian Wijaya,4 years ago,5 stars,kraton sangat sejarah indah,1
194,P P,4 years ago,5 stars,tempat populer turis domestik internasional,1
195,Elsa Lutfia,4 years ago,5 stars,tempat suci indah liar,1
196,ita wira,10 months ago,5 stars,kraton indah buat merinding tempat layak kunjung mana anak anak habis libur konstruktif,1
197,Heryanto Kurniawan,4 years ago,5 stars,kraton yogyakarta hadiningrat sri sultan hamengkubuwono tempat tempat indah baik pernah kunjung,1
198,Esther S S,5 days ago,5 stars,tempat bagus ajar kraton,1
199,Gian Giovani,2 years ago,5 stars,pergi ada yogyakarta pandu sangat informatif semua sejarah kisah raja keluarga raja semua seluk beluk,1
200,Mirza Maulana,2 years ago,5 stars,kraton paling muka indonesia wajib kunjung unjung yogyakarta,1
201,Lenny Santida,2 years ago,5 stars,kraton sejarah indah awat baik tempat tepat tahu lebih banyak raja jawa kraton sedia pandu wisata gratis sangat semangat pandu subjek kraton rekomendasi,1
202,Naufal Yaasir,6 years ago,5 stars,saran unjung tempat ajar sejarah,1
203,Chris Timothy,4 years ago,5 stars,suka ambil banyak foto sana ajar banyak baik sultan agung,1
204,Yusuf Istiyanto,3 years ago,5 stars,tiket asing lokal,1
205,Tan Madeleine,3 years ago,5 stars,tempat bagus ajar seni budaya sejarah,1
206,Sergei Vasiliev,3 years ago,5 stars,perlu kunjung ada yogyakarta perlu pandu beri tahu semua sejarah,1
207,Fajar Merdeka,3 years ago,5 stars,tempat sejarah macam museum budaya jawa,1
208,Margaretta Wongkar,4 years ago,5 stars,kraton yogyakarta hadiningrat kraton yogyakarta hadiningrat kompleks kraton kota yogyakarta tempat duduk sultan yogyakarta keluarga kompleks rupa pusat budaya jawa isi museum tampil artefak raja,1
209,Mohd Fauzy Mat Yusop,4 years ago,5 stars,rasa bahasa jawa dalam sini pandu wisata sangat bantu tempat sangat bersih,1
210,Tracy Adikarta,4 years ago,5 stars,situs sejarah indah datang pagi hari rasa getar mistis kraton,1
211,Daffa Romero,5 years ago,5 stars,bagus objek benar cukup tarik lihat foto bahkan bukan orang budaya besar lingkung indah orang orang sopan umum kasih harap sedikit lebih bersih rekomendasi tiket murah masing masing bawah satu dolar,1
212,putri wicaksanti,3 years ago,5 stars,kratonnya sangat indah banyak pohon besar buat tempat sangat sejuk tunjuk tradisional wayang wayang tari tradisional hari hari jumat pasti sewa pandu ajak keliling buat kunjung padan,1
213,Rian SURIANA,4 years ago,5 stars,kraton waris besar rekomendasi orang tahu tinggal kraton,1
214,Vie Fathin,3 years ago,5 stars,love it salah satu budaya luar biasa indonesia,1
215,Dwijaya tour and Transport,5 years ago,5 stars,tempat bagus tahu sejarah yogyakarta,1
216,Ristu Margani,4 years ago,5 stars,satu tempat sejarah bagus,1
217,Steven Sutantro,5 years ago,5 stars,tempat milik banyak artefak kraton yogyakarta bagi budaya kraton yogyakarta,1
218,Ali Chamid,6 months ago,5 stars,suasana bagus sejarah sangat semangat,1
219,Cornelius Hanin,6 years ago,5 stars,salah satu tempat wisata yogyakarta kunjung waris lokal luar biasa,1
220,M Maisara,5 years ago,5 stars,tempat kunjung ada joga,1
221,Yudi Yudi,4 years ago,5 stars,bangun cagar budaya kini guna rumah sultan kunjung semua kalang,1
222,Roni Permana,2 years ago,5 stars,iconic city view of yogyakarta,1
223,Triple K,4 years ago,5 stars,jumat tutup lebih awal sholat jadi rencana baik lihat bagi depan kraton lihat bagaimana daerah pelihara baik buah museum dekat taman sari vila air sultan,1
224,fajar Setiawan,5 months ago,5 stars,buat tangan perak hias baik,1
225,Putut Budiyanto,4 years ago,5 stars,its salah satu raja sisa indonesia milik sultan raja,1
226,Andinita Puspasari,4 years ago,5 stars,yogyakarta selalu cerita,1
227,subhabrata dasgupta,4 years ago,5 stars,periksa rencana jalan program hari atur waktu kunjung tepat tempat bagus suka sejarah budaya ambil pandu bahasa inggris gratis tiket tip biasa banyak pengaruh belanda,1
228,Patricia Angelic,3 years ago,5 stars,budaya foto rekreasi bahagia,1
229,Vasu K,4 years ago,5 stars,kota indah banyak pusat waris abad paham sejarah budaya tempat sebut campur modern tradisi tempat luar biasa makan jalan jalan belanja keliling,1
230,Daffa Dzikrie,4 years ago,5 stars,foto tahun lalu senang,1
231,Dhrishty Dhanwani,3 years ago,5 stars,tinggal sini bagi besar hidup banyak tempat budaya banyak tempat wisata tempat modern banyak tempat sempurna santa belanja barang barang tradisional suka pantai anggar batas,1
232,Yenny S,4 years ago,5 stars,tempat sejarah indah,1
233,ietha ita,3 years ago,5 stars,tempat bagus ajar keluarga raja yogyakarta kunjung semua orang datang jogya biaya masuk lokal orang asing coba guna pandu donasi ajar jelas kraton,1
234,Elsa L,3 years ago,5 stars,suka tempat penting budaya cerita ukir rumit ukir detail isi jengkal struktur bangun luang waktu tatap atap sitihinggil khusus bangsal witono jangan lupa lihat atas jiplak ukir langit langit,1
235,Fitri Sunarya,3 years ago,5 stars,diri lama kraton sejarah indah lebih indah tahu apa balik kisah kisah sejarah jangan lupa lihat lukis batik prajurit,1
236,Nia,5 years ago,5 stars,jujur tempat bagus waris budaya jawa layak dapat rating bintang lima rekomendasi siapa datang sini bawa pandu orang pandu rasa bosan datang sini semua,1
237,Venni Rani Effendi,5 years ago,5 stars,sewa pandu wisata bawa level lanjut,1
238,Priscilla El Pentanina,3 years ago,5 stars,tempat bagus lihat habis libur ajar budaya jawa tempat tepat tiket rupiah lisensi fotografi rupiah keliling kraton ambil foto,1
239,Nungky Surya,3 years ago,5 stars,lokasi sejarah yogyakarta cocok kenal sejarah yogyakarta lebih sini tempat tinggal sultan ada segala macam acara adat tempat sangat luas mudah temu jalan raya banyak pandu wisata pandu turis asing temu sini,1
240,Khalil Alashar,4 years ago,5 stars,kraton sangat bagus tunjuk sejarah daerah sebut sultan perintah museum tampil bagai kostum kena tentara keluarga raja waktu sempat beda sayang bagi kecil kraton buka unjung,1
241,Mark Merkens,3 years ago,5 stars,sultan izin jalan lewat wilayah kuasa tempat indah nikmat sejarah orang pandu beri cerita jiwa tempat sumbang kecil,1
242,priyo handoko,4 years ago,5 stars,sangat suka bahkan unjung ribu kali lebih,1
243,Ran Masters,4 years ago,5 stars,tempat kaya sejarah budaya datang lebih awal buka hindar ramai jauh lebih baik pandu sangat bantu tahu sejarah kraton,0
244,Blue Garden,a month ago,5 stars,rumah sultan indah,1
245,kiki wendra,5 years ago,5 stars,kraton yogyakarta hadiningrat kraton yogyakarta kraton resmi sultan yogyakarta hadiningrat kini ada kota yogyakarta daerah istimewa yogyakarta indonesia untung hari tunjuk wayang kulit kraton,1
246,Swapna Nair,4 years ago,5 stars,sangat cantik staf sangat sopan tunjuk sejarah bagus unjung bengkel wayang kulit toko batik satu satu lemah informasi sebut tulis bahasa indonesia bukan bahasa inggris,1
247,Outworld Runner,5 years ago,5 stars,salah satu kraton paling populer indonesia mana temu budaya indonesia tarik tarik masa lalu suasana bawa tempat hangat damai pernah lupa betapa seru kraton,1
248,"I Gusti Ngurah Putu Alit Putra, S.H.",5 years ago,5 stars,tempat kenal sejarah pusat jawa,1
249,A. Dini,5 years ago,5 stars,tempat sangat damai boleh guna kacamata hitam topi kraton perlu pandu sedia loket,1
250,Purnamawati P,4 years ago,5 stars,tempat sangat bagus pandu sangat bagus traveler baru rekomendasi,1
251,Barry,7 years ago,5 stars,suka sejarah waris budaya kraton kraton patut kunjung sadar buka umum jam pagi jam siang hari jadi baik pergi lebih awal kalah ramai panas plus minta pandu beri sumbang pilih akhir,0
252,Edy Sutanto,3 weeks ago,5 stars,sangat senang senang,1
253,Anson Chong,4 years ago,5 stars,kolam renang raja bagus naik lantai,1
254,Venisia M Tantular,4 years ago,5 stars,atraksi hebat sejarah minta pandu bayar sesuai ingin selalu senang ajar sejarah budaya satu tempat,1
255,Evanina Alexandra,5 years ago,5 stars,pandu wisata dapat pria sangat baik jelas semua detail beri tahu tempat kraton sendiri kratonnya sendiri bersih baik kondisi baik,1
256,M. Rifki Rosady,2 years ago,5 stars,luar biasa aku suka,1
257,rina hanifa,3 years ago,5 stars,perlu lebih banyak waktu selesai kunjung ajar lebih lanjut tempat takjub,1
258,Adfilespro,3 years ago,5 stars,kraton sekarang jadi salah satu objek wisata kota yogyakarta bagi besar kompleks kraton rupa museum simpan bagai koleksi milik sultan bagai hadiah raja raja eropa replika kraton,1
259,Donn M. Tanurahardja,3 years ago,5 stars,tempat bagus saji banyak gaun gambar teras kraton benar tengah dekat museum kereta kraton jadi unjung tempat jalan panjang jalan samping tempat kunjung museum kereta kraton lanjut kraton tengah wajib kunjung taman sari,1
260,Rizki Adiati,4 years ago,5 stars,suka musik gamelan main panjang hari pandu sangat baik sangat sejarah wajib kunjung semua orang utama orang cinta budaya indonesia,1
261,Maulana Arditya,3 years ago,5 stars,ajar banyak sejarah raja yogyakarta bimbing abdi dalem rendah hati jangan pernah rasa bosan kunjung lama banyak acara baru istimewa dalam,1
262,Kresna W.Wijaya,4 years ago,5 stars,situs sejarah bagus kenal budaya generasi datang,1
263,Gregory Wongkaren,3 years ago,5 stars,jalan senang seluruh kraton kraton milik desa kraton milik sekolah batik tempat halaman kraton mana sultan keluarga tinggal tempat buka kali tahun larang lama sisa tahun,1
264,Budi Sanjaya,4 years ago,5 stars,tempat sejarah senang bawa anak anak ajar kraton,1
265,Diah Sastri Pitanatri (Diah Sastri),3 years ago,5 stars,tempat bagus ajar lebih lanjut kraton raja yogyakarta,1
266,Yon Aidil,3 years ago,5 stars,ikon wisata budaya yogyakarta kata yogya kunjung foto kraton yogyakarta hadiningrat tambah tahu budaya jawa lihat tinggal,1
267,HeyAmal Raras,4 years ago,5 stars,jaga sangat ramah sedia juru bahasa turis asing tempat sangat kaya budaya sejarah transportasi unik becak becak indonesia tempat kaya nuansa budaya,1
268,Aditya Priambudi,2 years ago,5 stars,satu satu kraton raja jawa fungsi penuh sisa seluruh negeri masuk ajar sejarah mungkin temu bagai,1
269,Rahmat Hidayat,4 years ago,5 stars,cari tempat wisata yogyakarta situs kunjung letak pusat kota yogyakarta tempat bawa,1
270,Rendra Budi Hutama,6 years ago,5 stars,pintu masuk unjung wisata belakang bangun utama biaya masuk sangat murah bawa kamera perlu bayar biaya tambah besar sedia pandu bagus siap jelas,1
271,Syarif Supriatna,4 years ago,5 stars,unjung tempat sejarah datang yogyakarta,1
272,Mohammed Sohail Ahmed,4 years ago,5 stars,klasik tarik pandang indah kerumun indah,1
273,Hario Pandit,4 years ago,5 stars,datang akhir pekan hari libur tempat sangat ramai tempat bersih dapat brosur ringkas singkat tempat beli tiket tahu lebih banyak beberapa pandu lokal tempat jauh malioboro alun alun,0
274,Stephen Schur,7 years ago,5 stars,datang sini jelang tengah hari orkestra gamelan sedang main kraton asal abad guna atmosfer all get out penuh benda benda seni potret kenang kenang sultan lebih banyak musisi main halaman interior kesan,1
275,Stephane Cotineau,4 years ago,5 stars,kira lihat tinggal yogyakarta cukup tarik benar tunjuk bagus hari periksa pergi apa tunjuk hari utama lihat gamelan,1
276,Mayla Rizki,3 years ago,5 stars,tempat sangat indah,1
277,pia fitriani,3 years ago,5 stars,tempat bagus kunjung siapa suka sejarah semua orang benar kata jelas betapa megah tempat tua indah cukup kunjung sana tradisional kelas mewah,1
278,lindoyy,3 years ago,5 stars,tempat sejarah bagus,1
279,Jase ジェイソン,3 years ago,5 stars,kunjung yogyakarta tanah kraton lebih kilometer gerbang kraton lihat jalan jelas lurus depan tuju gunung jalan setapak lapang lapis tanah gunung aspal,1
280,Deasy Cahyaningtyas,4 years ago,5 stars,kraton asli kesultananyogyakarta raja ratu tinggal kraton ruang kunjung turis harga tiket masuk jangkau beda harga,1
281,eva fadhilah,4 years ago,5 stars,tempat bagus tahu sejarah budaya jogja,1
282,Iwan Wildana,5 years ago,5 stars,tempat sejarah wajib kunjung yogyakarta,1
283,Nathan Bouly,5 years ago,5 stars,tempat sangat bagus temu jantung budaya sejarah jawa takjub,1
284,Amiaty Rani,4 years ago,5 stars,tempat bagus ajar sejarah raja yogyakarta tempat sultan yogyakarta tinggal pandu wisata sangat ramah tahu lebih detail budaya adat istiadat sultan yogyakarta sini sangat anjur,1
285,Marzuki Jasin,3 years ago,5 stars,waris besar bangsa zaman kuno kraton simbol manusia layan semua alam sesuai hendak tuhan ajar besar dalam oleh manusia bangun adab masa depan,1
286,Rob,5 years ago,5 stars,suasana sangat bagus suka ramah layan raja unjung tempat sejarah pagi hari lebih baik acara ada sini,1
287,Leny Leony Kurniasari,5 years ago,5 stars,situs sejarah tempat wisata murah,1
288,karina mia,2 years ago,5 stars,pukul akhir pekan tunjuk tari museum kraton beli makan ringan saji panas jln kemitbumen no jarak rumah kraton,0
289,Heri Sumantri,3 years ago,5 stars,tempat sejarah budaya bagus lebih baik dapat pandu wisata sini meski biasa bawa dekat toko tempat beli sekadar lihat lihat,1
290,Thris,4 years ago,5 stars,pertama kali sana wajib guna pandu sedia kraton bagi detail kamar properti kunjung kraton bantu ambil foto tempat bagus perlu beri tip pandu,1
291,26_Muhammad Rizki Adiva Yusuf,a year ago,5 stars,sangat cantik royal,1
292,M. Aziz Putra Akbar,4 years ago,5 stars,banyak koleksi sultan jaman dulu sekarang lihat diam asli keluarga raja sultan waktu tentu nikmat beberapa tunjuk budaya hari tampil tunjuk beda,1
293,Hesdo Celvin Naraha,4 years ago,5 stars,tahu lebih banyak sejarah yogyakarta datang sana,1
294,Shighia Savitri,4 years ago,5 stars,tiket rupiah orang masuk brosur jelas bagi buka area publik kraton tulis bahasa bahasa inggris pandu wisata lokal sedia tempat,1
295,Marsya Nisrina,4 years ago,5 stars,suka nuansa tradisional,1
296,bayu akbar,5 years ago,5 stars,tempat sejarah asa kunjung,1
297,Steffanus Jeffry,4 years ago,5 stars,tempat sejarah bagus pandu sangat ramah,1
298,Ho'okipa,7 months ago,5 stars,kraton sejarah yogyakarta salah satu waris indonesia,1
299,Scholastica Nita,5 years ago,5 stars,salah satu tempat indah yogyakarta tahu sejarah yogyakarta tempat tawar apa ingin rupiah bule lokal lebih murah jalan jalan lihat,1
300,dewi thufaila,5 years ago,5 stars,indah sejarah sakral kagum kata unjung yogyakarta pergi tempat keluarga raja kraton yogyakarta ikon yogyakarta datang cukup awal jam siang,1
301,Pradana Jayawardana,8 years ago,5 stars,kompleks kraton diri tempat tinggal sultan museum bagai bangun melambang arif jawa salah satu tempat baik ajar budaya sejarah arsitektur jawa,1
302,NK Widi Artini,7 years ago,5 stars,lewat kraton ada yogyakarta buka hampir hari unjung hari kamis bayar tiket masuk dapat pandu kraton,1
303,Ajeng Meidina Fadhillah,4 years ago,5 stars,kenal kraton yogyakarta sini tempat rekomendasi ajar yogya sejarah yogyakarta rupa daerah istimewa indonesia gubernur pilih masyarakat milik sistem raja bentuk republik,1
304,firman azra,2 years ago,5 stars,a unjung landmark sejarah yogyakarta ajar banyak sejarah fakta tarik pandu wisata,1
305,Flower Kamboja,3 years ago,5 stars,tempat sejarah yogyakarta letak pusat kota dekat bangun dapat banyak tempat sejarah museum benteng vredeburg bangun tua kraton air taman sari pasar tradisional,1
306,Noor Rahmanto Ragil Utomo,2 years ago,5 stars,tempat sejarah indah,1
307,madyra mahfudz,3 years ago,5 stars,tempat bagus ajar sejarah waris filosofi jawa beli banyak suvenir sini beli banyak pakai harga murah,1
308,fitria widyastuti,3 years ago,5 stars,salah satu tempat sejarah ikonik yogyakarta tempat kunjung pergi yogyakarta dar tahu ajar sejarah indonesia pergi tempat orang indonesia bangga karena,1
309,Suwardy Lim,4 years ago,5 stars,tempat sangat bagus ajar budaya yogyakarta raja sedia pandu wisata lokal gratis bicara beberapa bahasa coba dapat alam beda,1
310,Somasinama Zebua,4 years ago,5 stars,tempat sangat sejarah segala hitung ukur milik arti sangat guna keramik lantai guna pasir hitam gunung abdi dalem telanjang kaki,1
311,Dhani Kurniawan,3 years ago,5 stars,tempat bagus ajar budaya raja yogyakarta,1
312,Anton Lasdianto,4 years ago,5 stars,waris hidup baik indonesia,1
313,Revan Nakano,4 years ago,5 stars,beberapa aspek bagi tempat bersih,1
314,Fajar M. Darmawan,3 years ago,5 stars,kompleks bangun tahun aj hamengkubuwono i sultan yogyakarta pertama salah satu tindak pertama raja penandatanganan janji giyanti aku bentuk sultan,1
315,ruslina triastuti,3 years ago,5 stars,kraton yogyakarta sangat indah letak jantung kota yogyakarta ada satu jalur tugu jalan malioboro alun alun utara kraton lihat jelas semua budaya sana,1
316,Ammar Saifullah,3 years ago,5 stars,tempat wajib kunjung yogyakarta kraton tawar kaya sejarah sultan yogyakarta bangun indah minta pandu perlu konter tiket,1
317,tiara permata prabadari,3 years ago,5 stars,indah unik kaya sejarah hari beda milik daya tarik beda hindar libur libur sekolah indonesia,1
318,dewi fortuna,4 years ago,5 stars,pasuk tempat sambut pandang luar biasa mewah tempat sejarah senang kraton yogyakarta sangat fantastis tempat sangat bersih gaya lokasi bagus datang sini,1
319,yoogha1725,4 years ago,5 stars,salah satu kraton raja sejarah hingga sekarang yogyakarta tetap jadi kota budaya jadi daerah istimewa jaga budaya tradisi kraton simbol tradisi jawa kraton yogyakarta resmi,1
320,Daniel M 13,5 years ago,5 stars,omg tempat buat sangat nikmat tahu lebih banyak sejarah raja kraton suka yogyakarta kota istimewa,1
321,Alvinsa Dwinta I,5 years ago,5 stars,tempat bagus kunjung turis milik beberapa sejarah dalam kereta emas banyak jelas sini pergi sana senang senang jalan,1
322,Hannes Leib,9 months ago,5 stars,tempat sangat bagus banyak budaya,1
323,Noor Hidayah,4 years ago,5 stars,kaya tahu budaya akses mudah masuk bayar tiket dewasa becak jalan kraton andong area parkir oke,1
324,Koko Pratama Pudja,5 years ago,5 stars,tempat sultan yogya guna kali kali resmi sejak abad,1
325,Dukun Maju,a year ago,5 stars,kraton pertama masuk suka dalam orang orang sana sangat baik sabar suka senyum,1
326,Meor Shahibul Fadilah Bin Zainuddin,5 years ago,5 stars,tempat sangat tarik tahu sejarah balik sedih lihat tempat kelola baik tanda poper pasti turis nikmat fungsi situs,1
327,Andrea Decker,5 years ago,5 stars,datang lihat tunjuk wayang kulit hari sabtu selalu suka kualitas seni sini datang lebih awal bawa kacamata hitam kena tabir surya bagi besar objek wisata ada luar,1
328,Ersha Derystia,4 years ago,5 stars,jatuh cinta struktur cerita tempat,1
329,Wahyu Djatmiko,4 years ago,5 stars,kejut pandu beri tahu gazebo kecil letak gamelan tua rusak sejak beberapa bulan lalu baik gamelan simpan tempat buka tuhan,1
330,Chandra Kristian,4 years ago,5 stars,buat daftar prioritas unjung tempat temu filosofi sejarah koleksi sultan yogyakarta rasa suasana nikmat budaya jawa,1
331,Chondro Suryono,9 months ago,5 stars,kraton agung bangga sejarah budaya,1
332,Muh. Sifaul Muztahid,4 years ago,5 stars,tempat bagus ajar tahu kraton yogyakarta tempat cukup tarik lihat bangun arsitektur milik gaya unik milik pandu tur ajar lebih lanjut tempat,1
333,Andy Susilo,7 years ago,5 stars,tempat luar biasa bagi cerita budaya luhur yogyakarta bagaimana hidup kraton hidup sama keluarga raja layan,1
334,Desi Rohayati,4 years ago,5 stars,kraton sejarah suka sekali,0
335,Hendrik Rozendal,3 years ago,5 stars,kraton lingkung sangat tenang habis jam jam dengar main gamelan bintang cukup alam fantastis,1
336,ghufron zaida,5 years ago,5 stars,salah satu ikon yogyakarta rupa lambang raja bangun tahun letak pusat kota dapat filosofi posisi diri sejajar gunung rapi tugu togu pantai parangtritis buka hari senin hingga minggu pukul jumat letsguide,1
337,enje nur jannah,8 months ago,5 stars,sangat rekomendasi hari senin tutup,1
338,Selondjor Vibes,6 years ago,5 stars,kunjung minggu pagi tampil tunjuk tari tradisional kraton yogyakarta hidup sekarang lihat giat sultan kraton sini jadi bukan dar bangun cagar budaya waris hidup,1
339,Muhammad Shulhan,5 years ago,5 stars,pergi tempat keliling ambil foto sewa pandu wisata ajar beberapa sejarah aju tanya apa sangat harga,1
340,Fath Sahal,3 years ago,5 stars,tempat tinggal sri sultan hamengkubuwono pernah kunjung sekali akhir lihat bagaimana abdi dalem benar benar bakti sultan lihat foto foto lama sultan belum seragam barang barang buat merinding,0
341,Roosa Wiryawan,4 years ago,5 stars,kraton yogyakarta hadiningrat kraton yogyakarta bahasa jawa hanacaraka kraton yogyakarta hadiningrat kraton resmi ngayogya sultan karta hadiningrat sekarang ada,1
342,Rizal Pratama,3 years ago,5 stars,tempat bagus biaya masuk murah,1
343,Rina F Rizki,4 years ago,5 stars,kraton yogyakarta benar bagi jadi wilayah kraton utara kraton selatan banyak wisatawan terkadang unjung kraton utara lebih lihat mudah lihat lalu lintas normal bagi selatan,1
344,Samiaji Sarosa,3 years ago,5 stars,alam luar biasa sekarang bahkan lebih baik acara reguler tunjuk tari band kuningan kunjung ada yogya,1
345,Nuril Alfa,a week ago,5 stars,alam wow lain,1
346,Zz chanel 1606,4 years ago,5 stars,suka tempat banyak sejarah tradisi,1
347,Fifi Prialita,4 years ago,5 stars,lokasi strategis jangkau sepeda motor mobil tiket masuk murah banyak sejarah sultan yogyakarta sana milik spot bagus foto,1
348,Gary Green ways,4 years ago,5 stars,damai temu makan tradisional alun alun utara datang lebih awal jam pagi lihat matahari terbit indah,1
349,Yohanes Rio,7 years ago,5 stars,kraton sultan suasana etnik jawa bagus simbol rukun daerah istimewa yogyakarta daerah istimewa yogyakarta ajar sejarah awal raja yogyakarta hadiningrat ini tempat wajib kunjung,1
350,Bobby,3 years ago,5 stars,tempat tarik sejarah budaya kaya indah temu banyak tempat beli suguh lezat barang dagang lokal,1
351,Eriksson,6 years ago,5 stars,karya sejarah yogyakarta wajib kunjung tahu lebih banyak sejarah indonesia khusus yogyakarta lestari museum baik lihat bosan,1
352,aim saif,4 years ago,5 stars,suka sedih masuk,1
353,Mas Dinnu,6 years ago,5 stars,tempat unik tradisional lihat tempat raja yogyakarta sejarah kraton untung lihat tari tradisional aula utama,1
354,qyarra godinho,6 years ago,5 stars,kota tua tenang indonesia orang orang baik tenang,1
355,dr. Annisa Nurul Arofah,4 years ago,5 stars,budaya indah orang baik hati pasti naik becak kemudi tunjuk tempat baru buka diskon tempat bagus tarif bagus,1
356,Backpacker Kawah Ijen,4 years ago,5 stars,kraton yogyakarta hadiningrat kraton resmi sultan yogyakarta hadiningrat sekarang letak kota yogyakarta daerah istimewa yogyakarta indonesia meski sultan resmi jadi bagi,1
357,Iwan Kusnaidi,3 years ago,5 stars,raja raja bijaksana,1
358,Belia eka w,4 years ago,5 stars,waris harta baik bangsa,1
359,Joni Subroto,7 years ago,5 stars,kraton yogyakarta sangat bagus datang sini rasa era raja yogyakarta abad lalu tempat sejarah,1
360,Frisca Widyaningrum,5 years ago,5 stars,kraton yogyakarta beri banyak informasi waris budaya yogyakarta terkadang beberapa tunjuk budaya nikmat ajar,1
361,Sunnie,3 years ago,5 stars,tempat sejarah kurang sempurna lmao kalau laku awat lebih baik luar biasa,1
362,laypaulina lay,5 years ago,5 stars,kraton keliling kraton acara khusus laku upacara sini,1
363,Patrick Darmawan,4 years ago,5 stars,tempat bagus ajar budaya datang pagi hari sore hari banyak gedung tutup umum,1
364,USHA,a year ago,5 stars,cukup bagus tempat pandu pelihara baik jelas sangat jelas tempat kunjung yogakarta,1
365,aditiya prasetiya,4 years ago,5 stars,tempat tarik kunjung ajar budaya yogyakarta lebih saksi tunjuk gamelan masyarakat ramah arsitektur bangun kuno jaga uni,1
366,Fauziah Rahmah,4 years ago,5 stars,penasaran tempat sejak tahun tahun lalu akhir kesana bagus patut kunjung harga tiket murah orang orang bawa kamera,1
367,ruddy tan,5 years ago,5 stars,ajar lebih lanjut kraton rupa tempat tinggal aktif sultan yogya orang raja orang pandu suatu harus temu sangat tahu,1
368,Bayu Pawitra Brodjonegoro,7 years ago,5 stars,tempat sangat tarik tahu sejarah yogyakarta pilih pandu beri tahu banyak,1
369,Tutafale,4 years ago,5 stars,sangat diam kraton luar biasa,1
370,Nurul Huda fadillah,a year ago,5 stars,pergi sana tutup hari senin renovasi pikir tempat bagus,1
371,Nurul Khasanah,4 years ago,5 stars,tempat bagus pergi,1
372,Primasw Setia,3 years ago,5 stars,tempat penting unjung yogyakarta milik banyak sejarah kraton yogyakarta guna pandu sini harga murah tahu tempat milik atur guna topi tempat,1
373,Pitsky Putsky,3 years ago,5 stars,raja sejarah yogyakarta luar biasa getar bagus penuh filosofi salah satu tuju wisata utama yogyalarta,1
374,Mena Ibrahim,5 years ago,5 stars,pernah tempat beberapa kali tetap getar hati sejarah banget tempat nya bawa pikir hidup raja raja sana masa lalu tentu,1
375,aiteaiteaite,4 years ago,5 stars,tempat luar biasa tunjuk wayang tradisional sangat kagum coba unjung tempat sekal,1
376,Laila Azizah,3 years ago,5 stars,tempat bagus ajar sejarah banyak pandu multibahasa sana,1
377,Arif xPander,a year ago,5 stars,kraton baik jawa butuh informasi lebih lanjut karaton yogyakarta follow akun twitternya,1
378,zul fikar,2 years ago,5 stars,daerah mistis sejati semua mitologis datang harap semua orang yogyakarta sultan doa abdi buat tempat selalu sambut harap baru,1
379,LT Consultancy Penang Old Account,3 years ago,5 stars,rute tur organisasi baik,1
380,Nooriani Dessy,4 years ago,5 stars,datang sini tunjuk tari sangat bagus lanjut sedikit keliling tempat banyak mungkin buat takjub,1
381,Agra Gautama,4 years ago,5 stars,kraton sejarah bagus saran sewa pandu rasa suasana filosofi balik bangun,1
382,Lee Mytton,5 years ago,5 stars,ajar sejarah lokal luar biasa buat batik acara rabu luar biasa sangat anjur,1
383,Aulia Farra Maharani Uun,4 years ago,5 stars,tiket murah tempat luar biasa,1
384,Casper van Leeuwen,9 months ago,5 stars,tempat keren ajar sejarah sultan,1
385,Nadia Ratna Afifah,5 years ago,5 stars,nikmat alam hebat unjung kraton banyak acara ada kraton upacara grebeg,1
386,durotul muntafiah,4 years ago,5 stars,tempat bagus kunjung,1
387,Bob Heiwa,4 years ago,5 stars,tempat kraton budaya indah sangat kesan pesona,1
388,Darmayanti Dian,3 years ago,5 stars,tempat indah tahu apa fungsi tutup taman kecil plastik rumah besar,1
389,Sadruddin Hunzai,4 months ago,5 stars,tempat baik kunjung,1
390,Ivan Hansen,5 years ago,5 stars,tempat sejarah pintu besar dalam buka kali tahun lama hari raya muslim,1
391,harsa permata,4 years ago,5 stars,biasa malam hari banyak sekali warung tenda alun alun jual bagai makan enak,0
392,J Galih,3 years ago,5 stars,bangga masyarakat indonesia,1
393,dwi audit,4 years ago,5 stars,kraton yogyakarta silah bawa pandu lokal paham lebih lanjut hormat abdi dalem layan raja tanya ambil foto,1
394,Khairul Ghani,4 years ago,5 stars,sejarah lestari pandu ramah,1
395,Richard Komara,5 months ago,5 stars,coba baru budaya,1
396,Hermawan Wicaksono,5 years ago,5 stars,pergi sini cukup sewa beberapa pandu sangat guna,1
397,Ardian Perdana Putra,6 years ago,5 stars,kemarin temu fakta tarik milik waris keluarga raja kraton yogyakarta hadiningrat harap suatu hari milik sempat unjung kraton,1
398,Dina Adrianingtiyas,5 years ago,5 stars,tempat bagus ajar kraton banyak museum musik tradisional terkadang tari tradisional,1
399,Rema Risdianto,4 years ago,5 stars,tempat bagus tahu sejarah kraton yogyakarta,1
