,name,duration,rating,review,sentimen
123,Annisa Giofani,3 years ago,5 stars,tempat sangat tepat kunjung kenal kenal besar kota yogyakarta tiket masuk jangkau suasana rindang buat betah ada sini,1
124,Hew Choon Kok,4 years ago,5 stars,tiket masuk kamera parkir motor patut kunjung,1
125,Transport Jogja,5 days ago,5 stars,tempat bagus unjung ajar budaya jawa,1
126,Lilik Ekowati,5 years ago,5 stars,rumah adat sultan yogyakarta tempat budaya tradisional ajar budaya jawa,1
127,nadiyah humayra,3 years ago,5 stars,kompleks bangun kraton rupa tempat duduk utama sultan masa kini lestari tradisi raja kraton rupa salah satu tuju wisata kota yogyakarta,1
128,Agung Irawan Marta Lingga,4 years ago,5 stars,tempat ikonik yogyakarta selalu datang sini bulan suka upacara sejarah kraton yogyakarta selalu ajak keluarga teman kunjung yogyakarta tempat tari tradisional nikmat hari minggu pukul pagi siang sewa pandu wisata bayar sesuai ingin,1
129,Irwan Saputra,3 years ago,5 stars,tempat sangat suka lihat sini sini dukung beberapa foto bantu,1
130,Dian Prakoso,3 years ago,5 stars,selam waris budaya jawa kaya ikut tur pandu kraton mungkin megah versaille kunjung kraton sederhana beri wawas masyarakat feodal hierarki khas jawa,1
131,Barlin Fu'ad Noor,4 years ago,5 stars,salah satu edukasi budaya anak anak senang tahu sejarah kraton yogyakarta bagaimana dukung indonesia nkri bangga milik,1
132,Krisna Mahadiputra,3 years ago,5 stars,tempat rupa kraton indah isi kisah atribut sultan hamengkobuwono ix,1
133,sumaryanti summa,4 years ago,5 stars,kraton sultan tempat spesial punya presiden punya raja beda jadi satu agam,1
134,Gian Arfansyah,4 years ago,5 stars,lebih baik guna pandu jajah tempat menit informasi brosur pandu cukup pada,1
135,deny,3 weeks ago,5 stars,kraton sejarah budaya tradisional yogyakarta luar biasa,1
136,Achmad Ridhony,4 years ago,5 stars,alam sangat tarik rasa budaya indonesia baik bangga jadi orang indonesia,1
137,Rini Yanti,5 years ago,5 stars,kraton yogyakarta rupa waris nasional sultan yogyakarta lihat banyak masa lalu pakai raja sultan keluarga kereta,1
138,Bagas Arya,3 years ago,5 stars,kraton yogyakartadiningrat manusia raja jawa kuno hidup budaya jawa lebih banyak jawa,1
139,Riska Amelia,3 years ago,5 stars,tunjuk tari kraton hari minggu jadi atraksi wajib saksi yogyakarta,1
140,AHLEN Pangandaran,5 years ago,5 stars,wisata sejarah luar biasa suka sejarah lama yogyakarta pandu baik bicara bahasa inggris,0
141,Indah YeIn,4 years ago,5 stars,sini tahu lebih banyak bagaimana hidup keluarga raja tipe orang pulang rumah bawa apa apa saran guna pandu wisata beri tahu semua sejarah takjub mungkin pernah dengar belum tiket masuk kamu perlu bayar per orang per kamera,1
142,Natano Glori,4 years ago,5 stars,daerah tuju wisata kelola hampir semua baik dagang luar kraton terlalu ramai beranta,0
143,Khoironi Damarjati,4 years ago,5 stars,ini kraton raja raja yogyakarta banyak tempat tema kuno raja kunjung banyak barang sejarah budaya ajar sejarah raja yogyakarta ambil banyak foto bagus sini tiket murah rupiah turis lokal,1
144,Dyah Didy,4 years ago,5 stars,kraton yogyakarta tempat sangat mulia khusus warga yogyakarta tiang tiang tinggi besar cerita semua kenang saksi sejak beberapa abad lalu jangan skip kesini kalau yogyakarta bukti,1
145,Rosa DP,3 years ago,5 stars,tempat tua bagus kunjung ada yogyakarta tahu lebih banyak hidup orang sultan masa lalu,1
146,Leighton James,3 months ago,5 stars,museum bagus banyak peluang foto,1
147,Peter Whiles,4 years ago,5 stars,layak kunjung milik alam hebat sana,1
148,sikelinci merahjambu,5 years ago,5 stars,jogjakarta luar biasa wajib kunjung yogyakarta semangat jawa rasa sini,1
149,Tri,4 years ago,5 stars,orang orang ramah banyak spot kunjung orang,1
150,Degtyarev Artamonov,3 months ago,5 stars,suka tempat banyak cerita cerita sini,1
151,Duke Nukem,4 years ago,5 stars,simbol sultan daerah istimewa yogyakarta benteng akhir budaya tradisional jawa yogyakarta,1
152,Lily W,4 years ago,5 stars,sangat sejarah milik pandu wisata jelas info sejarah,1
153,Juliarty Masson,4 years ago,5 stars,beberapa kali kunjung kraton yogyakarta selalu temu tarik informasi baru tur kraton jadi prioritas utama unjung yogyakarta,1
154,dionisius aditya,6 months ago,5 stars,sangat suka pandu jelas jelas jawab tanya aku sayang kamu ibu,1
155,Trysa Suganda,a year ago,5 stars,tempat bagus tempat sangat tarik,1
156,Rika Ermasari,4 months ago,5 stars,sangat semangat ajar tempat semua milik arti tentu,1
157,Fictor Vincentius Pabeta,2 years ago,5 stars,suka tempat kenal sejarah jogja,1
158,Ria Eka Rachmawati,3 years ago,5 stars,museum kraton sederhana penuh situs tradisional banyak gambar abadi kraton tua tradisi raja yogyakarta,1
159,Ali Chamid,5 months ago,5 stars,suasana bagus sejarah sangat semarak,1
160,vita subiyakti,4 years ago,5 stars,tunjuk tari hari minggu datang temu tempat baik lihat,1
161,Dhiraphong Srifuengfung,4 years ago,5 stars,tempat bagus kunjung jangan lewat,1
162,Ayu Nadia Charissa,3 years ago,5 stars,tempat bagus yogyakarta sangat rekomendasi turis,1
163,Primadhana Astara,4 years ago,5 stars,salah satu tempat sejarah yogyakarta kraton sultan yogyakarta cocok siapa tahu lebih banyak sejarah yogyakarta kawasan dapat museum andong taman sari,1
164,Steve Thomas,5 years ago,5 stars,harga masuk sangat masuk akal banyak lihat lebih harga betul ada sini lama latih tunjuk,0
165,Nina,2 years ago,5 stars,cinta pamer senang puas pihak kraton sering ada,1
166,SUNARTO SABDO,4 years ago,5 stars,sangat senang kali,1
167,Suha Salmia,9 months ago,5 stars,gerbang kraton bukan gerbang utama wisatawan banyak orang dapat informasi salah peta asumsi bagi utama kraton dasar peta milik museum kecil dalam kena biaya rupiah kraton utama letak sisi kiri bangun pintu masuk pisah biaya tambah rupiah,1
168,Diana Rani,3 years ago,5 stars,tempat bagus ajar sejarah yogyakarta kaya budaya tunjuk gong sungguh sejuk,1
169,Galih P,5 years ago,5 stars,tempat bagus ajar sejarah yogyakarta tampil tari tradisional hari minggu pukul,1
170,Ekawati Fauzi,3 years ago,5 stars,kraton sejarah arsitektur sangat indah,1
171,Media Belajar Kita,a year ago,5 stars,benteng sejarah yogyakarta banyak tradisi gamelan tari,1
172,alvin stark,5 years ago,5 stars,sungguh takjub masuk dalam lihat tempat aktivitas raja sultan hamengkubowono,1
173,In Syah,5 years ago,5 stars,suasana mistis sayang lihat kurang awat sisi belakang,1
174,ita wira,10 months ago,5 stars,kraton indah buat merinding tempat layak kunjung mana anak anak habis libur konstruktif,1
175,Eva Fairus,5 years ago,5 stars,tempat wajib kunjung ada yogyakarta tunjuk seni jawa hari jam hingga pagi,1
176,Deby D,3 years ago,5 stars,kraton indah sejarah ajar bagaimana hidup sultan yogyakarta zaman dulu sini,1
177,Mirza Maulana,2 years ago,5 stars,kraton paling muka indonesia wajib kunjung kunjung yogyakarta,1
178,Jenny Rawung,5 years ago,5 stars,suka ajar budaya tempat wajib kunjung,1
179,Dian Wijaya,4 years ago,5 stars,kraton sangat sejarah indah,1
180,Elsa Lutfia,3 years ago,5 stars,tempat suci indah liar,1
181,Heryanto Kurniawan,4 years ago,5 stars,kraton yogyakarta hadiningrat milik sri sultan hamengkubuwono tempat tempat indah baik pernah kunjung,1
182,Gian Giovani,2 years ago,5 stars,pergi suatu tempat ada yogyakarta pandu sangat informatif semua sejarah kisah raja keluarga raja segala seluk beluk tarik akhir tur bawa desa abdi dalem dekat lihat proses buat batik,1
183,Lenny Santida,a year ago,5 stars,kraton sejarah indah awat baik tempat tepat tahu lebih banyak raja jawa kraton sedia pandu wisata gratis sangat semangat pandu topik kraton rekomendasi,1
184,Chris Timothy,3 years ago,5 stars,suka ambil banyak foto sana ajar banyak baik sultan agung,1
185,Yusuf Istiyanto,3 years ago,5 stars,tiket ribu orang asing ribu lokal,1
186,Tan Madeleine,3 years ago,5 stars,tempat bagus ajar seni budaya sejarah,1
187,Sergei Vasiliev,3 years ago,5 stars,perlu kunjung ada yogyakarta perlu pandu cerita semua sejarah,1
188,Fajar Merdeka,3 years ago,5 stars,tempat sejarah museum budaya jawa,1
189,Margaretta Wongkar,4 years ago,5 stars,kraton yogyakarta hadiningrat kraton yogyakarta hadiningrat buah kompleks kraton kota yogyakarta tempat duduk sultan yogyakarta kuasa keluarga kompleks rupa pusat budaya jawa isi museum pamer artefak raja,1
190,fajar Setiawan,4 months ago,5 stars,perak hias baik buat tangan,1
191,Mohd Fauzy Mat Yusop,4 years ago,5 stars,rasa alam bahasa jawa jauh sini pandu wisata sangat bantu tempat sangat bersih,1
192,Tracy Adikarta,4 years ago,5 stars,situs sejarah indah datang pagi hari rasa nuansa mistis kraton,1
193,Daffa Romero,5 years ago,5 stars,bagus sekali objek benar cukup tarik lihat foto bahkan bukan orang suka budaya lingkung indah orang orang sopan umum baik hati harap sedikit lebih bersih rekomendasi tiket murah masing masing bawah satu dolar,1
194,"I Gusti Ngurah Putu Alit Putra, S.H.",5 years ago,5 stars,tempat kenal sejarah tengah pulau jawa,1
195,putri wicaksanti,3 years ago,5 stars,kratonnya sangat indah banyak pohon besar buat tempat sejuk tunjuk tradisional wayang tunjuk wayang kulit tari tradisional hari hari jumat pasti sewa pandu ajak keliling buat kunjung padan,1
196,Rian SURIANA,4 years ago,5 stars,kraton tinggal bagus rekomendasi orang tahu tinggal kraton,1
197,Vie Fathin,3 years ago,5 stars,suka sekali salah satu budaya takjub indonesia,1
198,Dwijaya tour and Transport,5 years ago,5 stars,tempat bagus tahu sejarah yogyakarta,1
199,Blue Garden,a month ago,5 stars,rumah sultan indah,1
200,Ristu Margani,4 years ago,5 stars,salah satu tempat sejarah bagus,1
201,Andinita Puspasari,4 years ago,5 stars,yogyakarta selalu cerita,1
202,Cornelius Hanin,6 years ago,5 stars,salah satu destinasi wisata yogyakarta wajib kamu kunjung waris lokal bagus,1
203,M Maisara,5 years ago,5 stars,tempat wajib kunjung ada joga,1
204,Yudi Yudi,4 years ago,5 stars,bangun tinggal sekarang guna rumah sultan kunjung semua kalang,1
205,Roni Permana,2 years ago,5 stars,iconic city view of yogyakarta,1
206,Triple K,3 years ago,5 stars,hari jumat tutup lebih awal sholat jadi rencana baik lihat bagi depan lihat betapa awat kawasan sebut buah museum dekat taman sari vila air sultan,0
207,Edy Sutanto,4 days ago,5 stars,sangat senang senang,1
208,Putut Budiyanto,4 years ago,5 stars,salah satu raja sisa indonesia milik sultan raja,1
209,subhabrata dasgupta,4 years ago,5 stars,periksa rencana jalan program hari atur waktu kunjung sesuai tempat bagus suka sejarah budaya ambil pandu bahasa inggris gratis tiket biasa tip banyak pengaruh belanda,1
210,Patricia Angelic,3 years ago,5 stars,budaya foto rekreasi bahagia,1
211,Vasu K,4 years ago,5 stars,kota indah banyak pusat waris abad paham sejarah budaya tempat sebut padu modern tradisi tempat luar biasa makan jalan jalan belanja keliling umum,1
212,Andrew Rusli,3 years ago,5 stars,salah satu daya tarik waris utama yogyakarta dapat beberapa kerja pugar sana,1
213,Daffa Dzikrie,4 years ago,5 stars,foto tahun lalu senang,1
214,Dhrishty Dhanwani,3 years ago,5 stars,tinggal sini hampir panjang hidup banyak tempat budaya banyak tempat pariwisata tempat tempat modernisasi banyak tempat sempurna santa belanja barang barang tradisional suka pantai anggar batas,1
215,Ho'okipa,6 months ago,5 stars,kraton sejarah yogyakarta salah satu tinggal indonesia,1
216,Yenny S,4 years ago,5 stars,tempat sejarah indah,1
217,ietha ita,3 years ago,5 stars,tempat bagus ajar keluarga raja yogyakarta wajib kunjung orang datang jogya biaya masuk lokal asing coba guna pandu donasi ajar jelas bangun kraton sendiri keluarga raja merdeka pandu rekomendasi beberapa tempat wisata,1
218,Elsa L,3 years ago,5 stars,suka tempat penting budaya cerita ukir rumit detail ukir penuh inci struktur bangun luang waktu pandang atap sitihinggil khusus bangsal witono jangan lupa lihat atas jiplak ukir langit langit,1
219,Fitri Sunarya,3 years ago,5 stars,lama diri kraton sejarah indah lebih indah tahu apa balik kisah sejarah jangan lupa lihat lukis batik prajurit,0
220,Nia,5 years ago,5 stars,jujur tempat bagus sekali waris budaya jawa layak dapat rating bintang lima aku rekomendasi siapa datang sini bawa pandu orang pandu turut bosan datang sini sendiri aku tahu apa apa jalan jalan lihat bangun bangun tua jelas bukan,1
221,Priscilla El Pentanina,3 years ago,5 stars,tempat bagus lihat habis libur ajar budaya jawa sini tempat tepat tiket rupiah lisensi fotografi rupiah keliling kraton foto,1
222,Nungky Surya,3 years ago,5 stars,lokasi sejarah yogyakarta cocok tahu sejarah yogyakarta lebih sini rupa diam sultan ada segala macam acara adat tempat sangat luas mudah temu jalan raya banyak pandu wisata pandu wisatawan asing temu sini,1
223,Khalil Alashar,4 years ago,5 stars,kraton sangat bagus tunjuk sejarah daerah sebut sultan perintah buah museum pamer kostum beda kena tentara keluarga raja waktu sempat beda sayang bagi kecil kraton buka unjung,1
224,Mark Merkens,3 years ago,5 stars,sultan izin jajah wilayah kuasa tempat indah nikmat sejarah orang pandu beri cerita jiwa tempat sebut beri sumbang kecil,1
225,priyo handoko,3 years ago,5 stars,sangat suka bahkan unjung ribu kali lebih,1
226,Ran Masters,3 years ago,5 stars,tempat kaya sejarah budaya datang lebih awal buka hindar ramai jauh lebih baik pandu sangat bantu tahu sejarah kraton,0
227,kiki wendra,5 years ago,5 stars,kraton yogyakarta hadiningrat kraton yogyakarta kraton resmi sultan yogyakarta hadiningrat kini letak kota yogyakarta daerah istimewa yogyakarta indonesia untung hari tunjuk wayang kulit kraton,1
228,Swapna Nair,4 years ago,5 stars,sangat cantik staf sangat sopan tunjuk sejarah bagus kunjung bengkel wayang kulit toko batik kurang informasi tulis bahasa indonesia bukan bahasa inggris,1
229,Outworld Runner,4 years ago,5 stars,salah satu kraton paling populer indonesia mana temu budaya indonesia tarik tarik masa lalu suasana bawa tempat hangat damai pernah lupa betapa seru kraton bagi kraton informasi lebih lanjut beri pandu kraton,1
230,A. Dini,5 years ago,5 stars,tempat sangat damai boleh guna kacamata hitam topi kraton perlu pandu sedia liontin jangan lupa saksi gamelan alat musik tradisional jawa tari tradisional layak,1
231,Purnamawati P,4 years ago,5 stars,tempat sungguh luar biasa pandu sangat bagus traveler baru rekomendasi,1
232,M. Rifki Rosady,2 years ago,5 stars,luar biasa aku suka,1
233,Barry,7 years ago,5 stars,suka sejarah waris budaya kraton kraton layak kunjung perlu tahu tempat buka umum mulai pukul hingga hari jadi baik datang lebih awal hindar ramai panas tambah minta pandu beri sumbang sesuai pilih akhir,0
234,Chondro Suryono,8 months ago,5 stars,kraton megah bangga sejarah budaya,1
235,Anson Chong,4 years ago,5 stars,kolam renang royal bagus naik lantai,1
236,Diah Sastri Pitanatri (Diah Sastri),3 years ago,5 stars,tempat bagus ajar lebih lanjut kraton yogyakarta,1
237,Evanina Alexandra,5 years ago,5 stars,pandu wisata dapat pria baik jelas semua detail beri tahu tempat kraton sendiri kratonnya sendiri bersih baik kondisi bagus,1
238,Adfilespro,3 years ago,5 stars,kraton kini jadi salah satu tempat wisata kota yogyakarta bagi besar kompleks kraton rupa museum simpan bagai koleksi milik sultan bagai beri raja raja eropa replika pusaka kraton gamelan segi bangun kraton salah satu contoh baik arsitektur kraton jawa milik ruang umum mewah pekarang paviliun luas,1
239,Donn M. Tanurahardja,3 years ago,5 stars,tempat bagus saji banyak gaun gambar teras kraton benar tengah dekat museum kereta kraton jadi unjung tempat jalan kaki susur jalan samping tempat unjung museum kereta kraton lanjut kraton tengah wajib kunjung taman sari,1
240,Rizki Adiati,4 years ago,5 stars,suka musik gamelan main panjang hari pandu sangat baik sangat sejarah wajib kunjung semua orang utama cinta budaya indonesia,1
241,Maulana Arditya,3 years ago,5 stars,ajar banyak sejarah raja yogyakarta bimbing abdi dalem raja rendah hati jangan pernah rasa bosan kunjung banyak acara baru spesial dalam,1
242,Hario Pandit,4 years ago,5 stars,datang akhir pekan hari libur tempat sangat ramai tempat bersih dapat brosur isi ringkas singkat tempat beli tiket tahu lebih banyak beberapa pandu lokal tempat jauh malioboro alun alun,0
243,Gregory Wongkaren,3 years ago,5 stars,jalan senang seluruh kraton desa desa milik kraton sekolah batik milik kraton dapat buah tempat halaman kraton sultan keluarga tinggal tempat sebut buka kali tahun larang sisa tahun sebut,0
244,Budi Sanjaya,4 years ago,5 stars,tempat sejarah senang ajak anak ajar kraton,1
245,Yon Aidil,3 years ago,5 stars,ikon wisata budaya yogyakarta bilang pernah yogya kalau kunjung foto kraton yogyakarta hadiningrat tambah tahu budaya jawa lihat benda benda tinggal kraton keluarga raja salah satu kendara kraton pamer beberapa kereta mobil emas guna raja bagai perlu baik kunjung kraton damping pandu wisata dapat jelas lebih detail kena kraton sejarah unik,1
246,HeyAmal Raras,4 years ago,5 stars,jaga sangat ramah sedia terjemah turis asing tempat sangat kaya budaya sejarah transportasi unik becak upa becak indonesia tempat kaya nuansa budaya yogyakarta suvenir sangat unik mirip tempat pernah kunjung sangat murah suka,1
247,Aditya Priambudi,2 years ago,5 stars,satu satu kraton raja jawa fungsi penuh sisa seluruh negeri bahas ajar sejarah mungkin temu bagai sumber perlu ingat tempat bukan dar tempat wisata tempat jenis kraton kraton raja fungsi sepenuh orang raja semayam dalam mohon jaga etika masuk kraton kena pakai pantas sesuai tempat sebut jangan masuk hot pants setel rupa lain hormat tempat raja tinggal dalam orang yogyakarta sangat cinta mungkin suara protes budaya halang kata negatif langsung orang sangkut percaya suka tempat sendiri rupa salah satu alam unik laku ikut tur lengkap kraton raja ulang tur lengkap pilih laku pandu sedia sana biaya sedikit lebih mahal jadi daya tarik sendiri datang kompleks belakang pagelaran lobi depan sana ada tunjuk tari musik tradisional raja tambah luar alun alun utara the north plaza sekarang banyak dagang nongkrong jadi pasti buat bosan,0
248,Rahmat Hidayat,4 years ago,5 stars,sedang cari tempat wisata yogyakarta situs wajib kunjung letak pusat kota yogyakarta tempat bawa jalan sejarah kota sebut rasa suasana baik lokal budaya murni gaya jawa yogyakarta situs luar biasa sangat jangkau harga tiket baik domestik maupun mancanegara rupiah orang orang asing rupiah ribu orang domestik butuh pandu wisata lokal tanya jual tiket masuk selamat pergi,0
249,Rendra Budi Hutama,6 years ago,5 stars,pintu masuk unjung wisata ada belakang bangun induk harga tiket masuk sangat murah bawa kamera perlu bayar biaya tambah besar sedia pandu bagus siap jelas seluruh bagi kraton kraton militer museum batik sangat tarik layan kraton abdi dalem sangat ramah jangan malu bicara senang seluruh tempat wajib kunjung pernah yogyakarta,1
250,Syarif Supriatna,4 years ago,5 stars,unjung tempat sejarah datang yogyakarta,1
251,Iwan Wildana,5 years ago,5 stars,tempat sejarah wajib kunjung yogyakarta,1
252,Mohammed Sohail Ahmed,4 years ago,5 stars,klasik tarik pandang indah kerumun senang,1
253,Stephen Schur,7 years ago,5 stars,datang sini jelang tengah hari orkes gamelan sedang main kraton bangun abad guna suasana serba penuh benda seni potret kenang kenang sultan lebih banyak musisi main halaman interior kesan,0
254,Stephane Cotineau,4 years ago,5 stars,rasa wajib lihat tinggal yogyakarta benar cukup tarik tunjuk bagus hari periksa pergi apa tunjuk hari utama lihat gamelan,1
255,Mayla Rizki,3 years ago,5 stars,tempat sangat indah,1
256,pia fitriani,3 years ago,5 stars,tempat bagus kunjung siapa suka sejarah benar semua orang kata kata jelas betapa megah tempat tua indah kunjung sana tradisional kelas mewah,1
257,lindoyy,3 years ago,5 stars,tempat sejarah bagus,1
258,Jase ジェイソン,3 years ago,5 stars,tempat wajib kunjung yogyakarta jarak tanah kraton lebih kilometer gerbang kraton lihat jalan setapak jelas lurus depan tuju gunung jalan setapak lapang lap tanah gunung buka jalan lihat pohon cerita lokal jadi pilih jalan kaki tutup mata kamu buat jalan lurus langkah tanah beda kamu pilih apa apa belakang kraton jalan tuju samudera kraton letak laut gunung,0
259,Deasy Cahyaningtyas,4 years ago,5 stars,kraton asli kesultananyogyakarta raja ratu tinggal kraton ruang sebut kunjung wisatawan tiket masuk jangkau beda harga wisatawan lokal wisatawan asing wisatawan asing tiket lebih mahal dapat untung tambah misal turis asing dapat pandu khusus bahasa inggris prancis spanyol bahasa lain jadi erti bahasa indonesia jangan khawatir pandu bantu banyak ruang kunjung jadi museum larang kamera,0
260,Hesdo Celvin Naraha,4 years ago,5 stars,tahu lebih banyak sejarah yogyakarta datang sana,1
261,Amiaty Rani,4 years ago,5 stars,tempat bagus ajar sejarah raja yogyakarta tempat rupa tempat tinggal tempat tinggal sultan yogyakarta pandu wisata sangat ramah tahu lebih detail kena budaya adat istiadat sultan yogyakarta sini sangat anjur,1
262,Marzuki Jasin,3 years ago,5 stars,waris besar bangsa kala kraton rupa simbol manusia abdi seluruh alam sesuai hendak tuhan ajar besar dalam oleh manusia bangun adab masa depan,1
263,Rob,5 years ago,5 stars,suasana sangat bagus suka keramahtamahan layan raja unjung tempat sejarah pagi hari lebih baik acara ada sini,1
264,Leny Leony Kurniasari,5 years ago,5 stars,situs sejarah tempat wisata murah,1
265,Venni Rani Effendi,5 years ago,5 stars,sewa pandu wisata bawa level ikut,1
266,karina mia,2 years ago,5 stars,jam pagi akhir pekan tunjuk tari museum kraton beli makan ringan saji panas jln kemitbumen no rumah kraton,0
267,Heri Sumantri,3 years ago,5 stars,tempat sejarah budaya bagus lebih baik sewa pandu wisata sini meski biasa bawa toko toko dekat tempat beli sekadar lihat lihat,1
268,Thris,4 years ago,5 stars,pertama kali kesana wajib guna pandu sedia pihak kraton bagi detail kamar properti kunjung kraton bantu ambil foto spot bagus perlu beri tips pandu,1
269,M. Aziz Putra Akbar,4 years ago,5 stars,banyak koleksi sultan lama hingga sekarang lihat diam keluarga raja sultan benar waktu tentu nikmat tunjuk budaya hari tampil tunjuk beda beda tunjuk gamelan wayang hanya contoh nikmat pasuk kraton pintu masuk utama abdi dalem ajak keliling bahasa inggris bahkan bahasa prancis italia belanda banyak,0
270,Dhani Kurniawan,3 years ago,5 stars,tempat bagus ajar budaya raja yogyakarta,1
271,Shighia Savitri,4 years ago,5 stars,tiket harga rupiah orang masuk brosur jelas bagi buka area umum kraton tulis bahasa bahasa inggris pandu wisata lokal sedia tempat,1
272,bayu akbar,5 years ago,5 stars,tempat sejarah asa sendiri tiap kunjung,1
273,Steffanus Jeffry,4 years ago,5 stars,tempat sejarah bagus pandu sangat ramah,1
274,Scholastica Nita,5 years ago,5 stars,salah satu tempat indah yogyakarta tahu sejarah yogyakarta tempat tawar apa ingin rupiah orang asing lokal lebih murah jalan jalan lihat lihat kraton minta pandu mau pandu bahasa indonesia pandu bahasa jelas kraton unik sekadar informasi terima kasih pandu beri tip mulai kraton rupa diam sultan tempat diri beberapa bagi tempat tunjuk tari tradisional minggu tunjuk hari tunjuk gamelan museum batik museum banyak museum baik kraton sultan museum sultan pahlawan nasional museum dedikasi untuk lihat lihat kraton kamu lebih kenal yogyakarta,1
275,dewi thufaila,5 years ago,5 stars,indah sejarah sakral kagum kata unjung yogyakarta pergi tempat keluarga raja kraton yogyakarta ikon yogyakarta datang lebih awal jam siang tunjuk langsung wayang alias wayang golek tari tradisional ritual sembahyang dasar tradisi jawa dalam satu tunjuk hari tanya jadwal lengkap tunjuk front office,1
276,Pradana Jayawardana,8 years ago,5 stars,kompleks kraton diri diam sultan museum bagai bangun melambang arif jawa salah satu tempat baik ajar budaya sejarah arsitektur jawa,1
277,NK Widi Artini,7 years ago,5 stars,lewat kraton ada yogyakarta buka hampir hari unjung hari kamis bayar tiket masuk dapat pandu kraton tampil cerita kisah sultan tempat luar biasa tunjuk hari tunjuk gamelan ada sana hari kamis,1
278,Ajeng Meidina Fadhillah,4 years ago,5 stars,kenal kraton yogyakarta sini tempat rekomendasi ajar yogya sejarah yogyakarta rupa daerah istimewa indonesia gubernur pilih masyarakat punya sistem raja negara republik nama tempat sebut daerah istimewa yogyakarta arti daerah istimewa tiket masuk kraton rupiah warga lokal guna jasa jelas sejarah pandu kraton bukan pandu formal tawar tugas sana jangan lupa beri tip,1
279,firman azra,2 years ago,5 stars,tempat sejarah wajib kunjung yogyakarta ajar banyak sejarah fakta tarik pandu wisata,1
280,enje nur jannah,7 months ago,5 stars,sangat rekomendasi hari senin tutup,0
281,Flower Kamboja,3 years ago,5 stars,tempat sejarah yogyakarta letak pusat kota dekat gedung dapat banyak tempat sejarah museum benteng vredeburg bangun tua kraton air taman sari pasar tradisional,1
282,Noor Rahmanto Ragil Utomo,2 years ago,5 stars,tempat sejarah indah,1
283,madyra mahfudz,3 years ago,5 stars,tempat bagus ajar sejarah waris filsafat jawa beli banyak sini beli banyak pakai harga murah,1
284,Hannes Leib,8 months ago,5 stars,tempat sangat bagus banyak budaya,1
285,fitria widyastuti,3 years ago,5 stars,salah satu tempat sejarah ikonik yogyakarta tempat wajib kunjung yogyakarta dar tahu ajar sejarah indonesia unjung tempat orang indonesia bangga karena,1
286,Suwardy Lim,3 years ago,5 stars,tempat sangat bagus ajar budaya yogyakarta raja sedia pandu wisata lokal gratis bicara beberapa bahasa coba dapat alam beda,1
287,Somasinama Zebua,4 years ago,5 stars,tempat sangat sejarah segala sesuatu hitung ukur milik makna sangat dalam lantai guna keramik guna pasir hitam gunung abdi dalem telanjang kaki,1
288,Revan Nakano,4 years ago,5 stars,ikut beberapa aspek bagi tempat bersih layan kerapihan tata letak budaya desain lengkap besar alam akses,1
289,Fajar M. Darmawan,3 years ago,5 stars,kompleks bangun tahun aj hamengkubuwono i sultan yogyakarta pertama salah satu tindak pertama raja penandatanganan janji giyanti aku bentuk sultan yogyakarta bawah usaha hindia timur belanda hutan beringin lindung banjir lokasi sungai pilih lokasi kraton tanggal juni stamford raffles pimpin pasu inggris kuat orang serang kota raja yogyakarta tembok meski jumlah lebih inggris orang jawa siap hadap serang sebut yogyakarta jatuh satu hari kratonnya jarah bakar banyak emas permata mata uang nila jarah serang pertama kraton jawa sultan tunduk otoritas kolonial bagi besar kraton bangun sultan hamengkubuwono viii kuasa tahun hingga bangun gempa bumi tahun,1
290,ruslina triastuti,3 years ago,5 stars,kraton yogyakarta sungguh indah letak jantung kota yogyakarta letak satu jalur tugu jalan malioboro alun alun utara kraton lihat jelas segala budaya sana jangan khawatir bahasa banyak pandu mampu jelas semua tahu kraton bagai bahasa satu satu perlu laku tanya,1
291,Ammar Saifullah,3 years ago,5 stars,tempat wajib kunjung yogyakarta kraton tawar kaya sejarah sultan yogyakarta bangun bangun indah minta pandu perlu loket tiket,1
292,tiara permata prabadari,3 years ago,5 stars,indah unik kaya sejarah beda hari beda daya tarik hindar libur hari libur sekolah indonesia,1
293,dewi fortuna,4 years ago,5 stars,pasuk tempat sambut pandang takjub mewah tempat sejarah senang kraton yogyakarta sungguh luar biasa tempat sangat bersih gaya ada lokasi luar biasa datang sini selamat datang yogyakarta istimewa,0
294,yoogha1725,4 years ago,5 stars,salah satu kraton raja sejarah hingga yogyakarta tetap jadi kota budaya jadi daerah istimewa jaga budaya tradisi kraton simbol tradisi jawa kraton yogyakarta rupa diam resmi sultan banyak bangun sejarah artefak simpan sini salah satu spot ikonik yogyakarta wajib kunjung,1
295,Alvinsa Dwinta I,5 years ago,5 stars,tempat bagus kunjung turis milik beberapa sejarah dalam kereta emas banyak jelas sini pergi sana senang senang jalan,1
296,wibowo wibisono,4 years ago,5 stars,serasa jalan masa pulau jawa perintah orang raja,1
297,Noor Hidayah,4 years ago,5 stars,kaya tahu budaya akses mudah masuk bayar tiket dewasa becak jalan kraton andong area parkir oke,1
298,Koko Pratama Pudja,5 years ago,5 stars,tempat sultan yogya guna kali kali resmi sejak abad letak pusat kota yogya dekat beberapa obyek wisata taman sari alun alun kidul museum kereta museum kereta kuda pasar ngasem,1
299,Dukun Maju,a year ago,5 stars,kraton pertama masuk suka dalam orang orang sana sangat baik sabar suka senyum,1
